Loc,Total,Default
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:92,2(6),2(6)
Map_UnsafeIteratorMonitor @ TrieMap.java:308,11(14),11(14)
Map_UnsafeIteratorMonitor @ TrieMap.java:312,3(1),3(0)
Reader_ManipulateAfterCloseMonitor @ TrieMapTest.java:367,1(1),1(1)
Reader_ManipulateAfterCloseMonitor @ TrieSetTest.java:356,1(1),1(1)
StringBuilder_ThreadSafeMonitor @ JaroWinklerSimilarityTest.java:71,1(22),1(22)
StringBuilder_ThreadSafeMonitor @ JaroWinklerSimilarityTest.java:92,1(22),1(9)
StringBuilder_ThreadSafeMonitor @ TrieMap.java:202,1(25471354),1(10000)
StringBuilder_ThreadSafeMonitor @ TrieMap.java:231,34(1057240),4(39997)
StringBuilder_ThreadSafeMonitor @ TrieSet.java:405,1(12),1(12)
Throwable_InitCauseOnceMonitor @ Tries.java:85,1(0),1(0)
__TOTAL__,11520(137413219),4964(18753978)
